url_path,views_total,views_unique
/qzc438/academic-kickstart,6,1
/qzc438/academic-kickstart/tree/github-repo-stats/qzc438/academic-kickstart,3,1
/qzc438/academic-kickstart/branches,1,1
/qzc438/academic-kickstart/tree/github-repo-stats,1,1
