url_path,views_total,views_unique
/qzc438/academic-kickstart,3,1
/qzc438/academic-kickstart/actions,2,1
/qzc438/academic-kickstart/actions/workflows/github-repo-stats.yml,2,1
/qzc438/academic-kickstart/actions/workflows/updater-wip.yml,2,1
/qzc438/academic-kickstart/blob/master/.github/workflows/github-repo-stats.yml,2,1
