url_path,views_total,views_unique
/qzc438/academic-kickstart,4,3
/qzc438/academic-kickstart/blob/master/content/home/people.md,1,1
/qzc438/academic-kickstart/tree/master/content,1,1
/qzc438/academic-kickstart/tree/master/content/home,1,1
